2.994E-03	2.816E-02
4.491E-03	3.345E-02
5.989E-03	3.791E-02
7.486E-03	4.185E-02
8.983E-03	4.544E-02
1.198E-02	5.187E-02
1.497E-02	5.754E-02
1.797E-02	6.272E-02
2.096E-02	6.747E-02
2.395E-02	7.193E-02
2.695E-02	7.611E-02
2.994E-02	8.008E-02
3.743E-02	8.762E-02
4.491E-02	9.404E-02
5.240E-02	9.960E-02
5.989E-02	1.044E-01
6.737E-02	1.086E-01
7.486E-02	1.122E-01
8.234E-02	1.154E-01
8.983E-02	1.181E-01
1.048E-01	1.223E-01
1.198E-01	1.252E-01
1.347E-01	1.271E-01
1.497E-01	1.282E-01
1.647E-01	1.287E-01
1.797E-01	1.286E-01
1.946E-01	1.282E-01
2.096E-01	1.276E-01
2.246E-01	1.267E-01
2.395E-01	1.256E-01
2.545E-01	1.245E-01
2.695E-01	1.233E-01
2.845E-01	1.221E-01
2.994E-01	1.209E-01
3.743E-01	1.148E-01
4.491E-01	1.094E-01
5.240E-01	1.046E-01
5.989E-01	1.003E-01
6.737E-01	9.647E-02
7.486E-01	9.299E-02
8.234E-01	8.983E-02
8.983E-01	8.689E-02
1.048E+00	8.154E-02
1.198E+00	7.679E-02
1.347E+00	7.260E-02
1.497E+00	6.885E-02
1.647E+00	6.553E-02
1.797E+00	6.253E-02
1.946E+00	5.983E-02
2.096E+00	5.740E-02
2.246E+00	5.516E-02
2.395E+00	5.314E-02
2.545E+00	5.127E-02
2.695E+00	4.955E-02
2.845E+00	4.793E-02
2.994E+00	4.644E-02
3.743E+00	4.037E-02
4.491E+00	3.586E-02
5.240E+00	3.237E-02
5.989E+00	2.957E-02
6.737E+00	2.727E-02
7.486E+00	2.533E-02
8.234E+00	2.369E-02
8.983E+00	2.228E-02
1.048E+01	1.995E-02
1.198E+01	1.811E-02
1.347E+01	1.662E-02
1.497E+01	1.538E-02
1.647E+01	1.433E-02
1.797E+01	1.343E-02
1.946E+01	1.265E-02
2.096E+01	1.196E-02
2.246E+01	1.135E-02
2.395E+01	1.081E-02
2.545E+01	1.033E-02
2.695E+01	9.882E-03
2.845E+01	9.482E-03
2.994E+01	9.115E-03
3.743E+01	7.673E-03
4.491E+01	6.658E-03
5.240E+01	5.902E-03
5.989E+01	5.316E-03
7.486E+01	4.460E-03
8.234E+01	4.136E-03
8.983E+01	3.864E-03
1.048E+02	3.424E-03
1.198E+02	3.083E-03
1.347E+02	2.811E-03
1.497E+02	2.590E-03
1.647E+02	2.406E-03
1.797E+02	2.250E-03
1.946E+02	2.116E-03
2.096E+02	2.000E-03
2.246E+02	1.898E-03
2.395E+02	1.809E-03
2.545E+02	1.728E-03
2.695E+02	1.657E-03
2.845E+02	1.592E-03
2.994E+02	1.533E-03
3.743E+02	1.306E-03
4.491E+02	1.151E-03
5.240E+02	1.038E-03
5.989E+02	9.520E-04
6.737E+02	8.848E-04
7.486E+02	8.305E-04
8.234E+02	7.860E-04
8.983E+02	7.487E-04
1.048E+03	6.899E-04
1.198E+03	6.461E-04
1.347E+03	6.121E-04
1.497E+03	5.851E-04
1.647E+03	5.632E-04
1.797E+03	5.454E-04
1.946E+03	5.306E-04
2.096E+03	5.179E-04
2.246E+03	5.073E-04
2.395E+03	4.982E-04
2.545E+03	4.903E-04
2.695E+03	4.836E-04
2.845E+03	4.776E-04
2.994E+03	4.725E-04
4.491E+03	4.447E-04
5.989E+03	4.369E-04
7.486E+03	4.355E-04
8.983E+03	4.371E-04
1.198E+04	4.433E-04
1.497E+04	4.504E-04
1.797E+04	4.568E-04
2.096E+04	4.628E-04
2.395E+04	4.682E-04
2.695E+04	4.730E-04
2.994E+04	4.774E-04
