1.000000E-03	2.722601E-02
1.500000E-03	3.244297E-02
2.000000E-03	3.686807E-02
2.500000E-03	4.075750E-02
3.000000E-03	4.432087E-02
4.000000E-03	5.063246E-02
5.000000E-03	5.622206E-02
6.000000E-03	6.132257E-02
7.000000E-03	6.600386E-02
8.000000E-03	7.038238E-02
9.000000E-03	7.450471E-02
1.000000E-02	7.839414E-02
1.250000E-02	8.584694E-02
1.500000E-02	9.225169E-02
1.750000E-02	9.779471E-02
2.000000E-02	1.026623E-01
2.250000E-02	1.069244E-01
2.500000E-02	1.106508E-01
2.750000E-02	1.138881E-01
3.000000E-02	1.167062E-01
3.500000E-02	1.212012E-01
4.000000E-02	1.244152E-01
4.500000E-02	1.265346E-01
5.000000E-02	1.277457E-01
5.500000E-02	1.282580E-01
6.000000E-02	1.281882E-01
6.500000E-02	1.276292E-01
7.000000E-02	1.267442E-01
7.500000E-02	1.255797E-01
8.000000E-02	1.242056E-01
8.500000E-02	1.226684E-01
9.000000E-02	1.210614E-01
9.500000E-02	1.193845E-01
1.000000E-01	1.176844E-01
1.250000E-01	1.093466E-01
1.500000E-01	1.019869E-01
1.750000E-01	9.579177E-02
2.000000E-01	9.057481E-02
2.250000E-01	8.614971E-02
2.500000E-01	8.233015E-02
2.750000E-01	7.897639E-02
3.000000E-01	7.599527E-02
3.500000E-01	7.091805E-02
4.000000E-01	6.665598E-02
4.500000E-01	6.302274E-02
5.000000E-01	5.983201E-02
5.500000E-01	5.715366E-02
6.000000E-01	5.480137E-02
6.500000E-01	5.265869E-02
7.000000E-01	5.063246E-02
7.500000E-01	4.869939E-02
8.000000E-01	4.685948E-02
8.500000E-01	4.513602E-02
9.000000E-01	4.359888E-02
9.500000E-01	4.217819E-02
1.000000E+00	4.085066E-02
1.250000E+00	3.549396E-02
1.500000E+00	3.155795E-02
1.750000E+00	2.848367E-02
2.000000E+00	2.603822E-02
2.250000E+00	2.401199E-02
2.500000E+00	2.232579E-02
2.750000E+00	2.088647E-02
3.000000E+00	1.964046E-02
3.500000E+00	1.759327E-02
4.000000E+00	1.597694E-02
4.500000E+00	1.466338E-02
5.000000E+00	1.357341E-02
5.500000E+00	1.264880E-02
6.000000E+00	1.185694E-02
6.500000E+00	1.116756E-02
7.000000E+00	1.056434E-02
7.500000E+00	1.002867E-02
8.000000E+00	9.551229E-03
8.500000E+00	9.120364E-03
9.000000E+00	8.733750E-03
9.500000E+00	8.379742E-03
1.000000E+01	8.056011E-03
1.250000E+01	6.784377E-03
1.500000E+01	5.890041E-03
1.750000E+01	5.223947E-03
2.000000E+01	4.704580E-03
2.500000E+01	3.947655E-03
2.750000E+01	3.663517E-03
3.000000E+01	3.421301E-03
3.500000E+01	3.032358E-03
4.000000E+01	2.731917E-03
4.500000E+01	2.492030E-03
5.000000E+01	2.295462E-03
5.500000E+01	2.132665E-03
6.000000E+01	1.994556E-03
6.500000E+01	1.876242E-03
7.000000E+01	1.773301E-03
7.500000E+01	1.683168E-03
8.000000E+01	1.603517E-03
8.500000E+01	1.532715E-03
9.000000E+01	1.469133E-03
9.500000E+01	1.411607E-03
1.000000E+02	1.359670E-03
1.250000E+02	1.158445E-03
1.500000E+02	1.020801E-03
1.750000E+02	9.208866E-04
2.000000E+02	8.449612E-04
2.250000E+02	7.851059E-04
2.500000E+02	7.371285E-04
2.750000E+02	6.975355E-04
3.000000E+02	6.644637E-04
3.500000E+02	6.125270E-04
4.000000E+02	5.733998E-04
4.500000E+02	5.433557E-04
5.000000E+02	5.193670E-04
5.500000E+02	5.000363E-04
6.000000E+02	4.841991E-04
6.500000E+02	4.709238E-04
7.000000E+02	4.599775E-04
7.500000E+02	4.504286E-04
8.000000E+02	4.422771E-04
8.500000E+02	4.355230E-04
9.000000E+02	4.294676E-04
9.500000E+02	4.241109E-04
1.000000E+03	4.194529E-04
1.500000E+03	3.949984E-04
2.000000E+03	3.880114E-04
2.500000E+03	3.868469E-04
3.000000E+03	3.884772E-04
4.000000E+03	3.940668E-04
5.000000E+03	4.005880E-04
6.000000E+03	4.066434E-04
7.000000E+03	4.122330E-04
8.000000E+03	4.173568E-04
9.000000E+03	4.220148E-04
1.000000E+04	4.262070E-04
